Timestamp,Country,Age,How did you know about the podcast?,Number artworks,Time when you listened to the podcast,How much didi you enjoy the podcast?,Interest before,Knowledge before,Interest after,Knowledge after,What did you learn today?,Did you look more into black holes?,"If yes, how?",Effect on how you see astronomers and astronomy?,How much did you like it?,Would you participate again?,Inspiration for mixing arts and science,"Recibimos muchas obras donde se representaba la ""espaguetización"",  el efecto ""de estiramiento"" debido a la fuerte gravedad cerca de un agujero negro. Nos preguntábamos cuál de las sientes opciones piensas que es la más correcta: ""La Humanidad...","Acá te dejo un espacio para que me cuentes lo que quieras  sobre el podcast, las preguntas que te quedaron por responder, cualquier cosa que quieras relacionado con esta experiencia de mezclar arte y ciencia. También te agradecería consejos, o si tenés ideas de que otras cosas te gustaría hacer, etc. TODO me ayuda. MIL GRACIAS"
17/10/2020 20:41:13,Bolivia,36,Diego se contactó con vos  en Instagram,3,despues de hacer la obra,5,5,2,5,5,De como se veria la luz desde un lado al otro,No,"Me parece increíble que se los pueda estudiar, y me encantaría a partir de los podcasts hacer otros cuadros.. ",Sí,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
18/10/2020 00:14:51,Argentina,31,Diego se contactó con vos  en Instagram,6,despues de hacer la obra,4,4,3,5,4,"Aprendí cómo se observan y estudian, algunas teorías nuevas sobre lo que pasaría si te acercás a los mismos, y que aún así siguen siendo un misterio.",Sí,"Ahora soy más consciente de cómo influyen esas energías sobre nosotros, ya que, después de todo de allí venimos, de ese material que se encuentra en el universo. Eso me impulsó a investigar más y a querer estar al tanto de los últimos descubrimientos astronómicos, aunque a veces se me complique el lenguaje que utilizan.",Sí,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual, nos llevaría meses llegar, pero llegaríamos.","Estoy muy agradecida de que me haya contactado Diego al encontrar una de mis obras por Instagram. Es una excelente utilización de las redes sociales, vincular personas con intereses similares, de otra forma nunca me hubiese enterado del concurso. La propuesta era clara y a la vez bastante libre, lo que me dió la libertad para mostrar mi arte, y poder verlo de otro modo con la información que me aportó el podcast. Participar de este concurso me hizo meter con más seriedad en la astronomía y querer estar al tanto de las últimas novedades. También fue un reto para mí, salir de lo intuitivo, y tener que explicar mis obras con datos obtenidos. Estaría encantada de poder participar de próximos concursos con esta temática."
18/10/2020 00:35:18,Chile,23,Propaganda en Facebook,1,Antes de hacer la obra,5,5,4,5,5,"Nombres de agujeros negros y estrellas. Partes del agujero negro, como pueden desaparecer, teoría de cómo se estudian y cómo se comportan",Sí,"La veo con mucho más respeto, ya que es una ciencia muy compleja y hermosa a la vez, te permite imaginar escenarios titánicos y eso me encanta.",Sí,5,5,3,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
18/10/2020 02:13:31,Ecuador,19,Propaganda en Facebook,1,nunca,1,5,3,5,3,No se como verlo o donde puedo encontrarlo,Sí,Ver las obras de los demás artistas me ha dejado ver lo mucho que se puede ejemplificar la información de los agujeros negros a un plano visual y artístico ,Sí,4,4,4,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",Agradecería que por favor explicara la dilatación del tiempo Relacionada con los efectos gravitatorios de un agujero negro 
18/10/2020 04:09:32,México,28,Diego se contactó con vos  en Instagram,1,Antes de hacer la obra,5,3,3,5,4,"Aprendí que los agujeros negros están constituidos de enormes cantidades de masa lo cual genera un campo gravitatorio el cual impide que cualquier materia, pueda salir de esta, incluida la luz. Y que en el momento de que una estrella comienza a acercarse a un agujero negro, el gas de esta comienza a rodearlo generando un disco el cual al calentarse se genera
radiación.",Sí,"Ya había interés de mi parte por dicho tema, me gusta mucho la Astronomía, pero siento que esto me ayudo la verlo de una manera distinta al tener que plasmarlo en un dibujo o de alguna manera distinta, haciéndome utilizar mi creatividad e investigar mas del tema para saber que es lo que quería expresar en la obra.",Sí,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual, nos llevaría meses llegar, pero llegaríamos.",
18/10/2020 05:55:55,México ,30,Diego se contactó con vos  en Instagram,2,nunca,1,5,3,4,3,,No,,No,4,4,4,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
18/10/2020 07:06:23,Panamá,34,Diego se contactó con vos  en Instagram,1,despues de hacer la obra,5,4,2,5,5,Me llamó la atención el efecto de espaguetización y la deformación del espacio y del tiempo. Me encantó la manera de explicar planteando escenarios surrealistas que facilitan la comprensión a las personas que no tenemos un amplio conocimiento del tema.,Sí,,No,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
18/10/2020 15:30:46,España,50,Diego se contactó con vos  en Instagram,1,despues de hacer la obra,4,3,2,4,3,Que hay un punto de 'no-retorno',Sí,Me he dado cuenta que el Arte y la Ciencia no están tan alejados,Sí,5,5,3,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","Sería muy interesante proponer otro tema relacionado con la astronomía para seguir con otro concurso fotográfico, por ejemplo, las llamaradas solares, o los cometas, constelaciones, etc."
18/10/2020 18:46:10,México ,29,Propaganda en Facebook,1,despues de hacer la obra,5,4,4,4,5,aprendí mas a fondo sobre astro física y como estudiar los agujeros negros,Sí,,No,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
19/10/2020 04:22:00,Ecuador,19,Propaganda en Facebook,1,nunca,1,5,3,5,3,No se como verlo o donde puedo encontrarlo,Sí,Ver las obras de los demás artistas me ha dejado ver lo mucho que se puede ejemplificar la información de los agujeros negros a un plano visual y artístico ,Sí,4,4,4,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",Agradecería que por favor explicara la dilatación del tiempo Relacionada con los efectos gravitatorios de un agujero negro 
19/10/2020 06:55:01,Argentina,70,Propaganda en Facebook,1,nunca,,2,2,2,2,,Sí,En crear la  inquietud de saber mas sobre el tema,Sí,4,5,3,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","La Astronomía es un tema inquietante para mí Y además profundo, misterioso."
19/10/2020 16:10:56,Argentina,39,Amigos,3,Antes de hacer la obra,4,4,3,4,4,Fue un repaso de conocimientos previos sobre agujeros negros que adquirí por hobby,Sí,,No,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
19/10/2020 17:04:34,Argentina,38,Diego se contactó con vos  en Instagram,1,despues de hacer la obra,5,5,3,5,4,"Después de escuchar el Podcast me surgieron algunas preguntas, que considero que no esta mal, porque esas inquietudes me movilizan a investigar mas. Si hubo un tema que me quedó mas claro referido al Horizonte de Eventos y otra respuesta que me confirmo una duda fue que el agujero en si, no es un agujero, sino algo, una materia que absorbe todo, incluso la luz. Entonces, a partir de esto, ¿Por qué lo siguen clasificando como agujero negro?, y surgieron otras preguntas mas básicas de ¿Cómo se originan? ¿Cuánto tiempo duran? el agujero de gusano, ¿se ha comprobado teóricamente que existe?,  ¿tienen alguna relación o es una mera historia de ciencia ficción?",Sí,"Suelo consumir diferentes tipos de notas, estudios, información sobre astronomía general, siempre me ha gustado saber y tratar de entender sobre estos eventos que se desarrollan el el universo, porque lo apasionante esta en tratar de buscar un entendimiento o no  de estos eventos y esto de alguna manera implícita lo suelo volcar en mis expresiones artísticas, en la rama de la fotografía ",Sí,4,5,4,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","ciertas dudas las expuse en los otros cuadros de diálogos. Me gustaría participar de otros temas, ya que todas estas cosas que hay en el universo, muchas están explicadas teóricamente, por eso impulsa la imaginación de cualquier artista que le guste esta temática"
19/10/2020 21:52:51,Chile,33,Diego se contactó con vos  en Instagram,15,Antes de hacer la obra,4,4,3,4,5,"El efecto spaghettifiacation, La velocidad que se necesitaría para escapar de un agujero negro, su forma de nacer, la fuerza de la gravedad,.la instrumentación que se necesita para estudiarlos etc.",Sí,"Respondí no, xq más que un efecto e influencia, me ha recordado o mejor dicho, a vuelto a despertar a la persona curiosa por naturaleza que yo era y que había dejado off por decantarme por otras cosas ajenas a la ciencia. ",No,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
20/10/2020 01:58:49,México ,27,Amigos,1,mientras que hacia la obra,4,3,2,4,4,"En realidad tenía muy poco conocimiento del tema, sabia de antemano que era algo que sucede en el universo, por la explosión de una estrella y dejaba formado un agujero negro que succiona todo lo que se encuentra, pero gracias al podcast aprendí varias cosas, cosas que tuve que investigar para entender e imaginarme la propuesta e imaginar como es que se ve un agujero negro. Supe las partes de un agujero negro, las cuales desconocía como el horizonte de eventos, la singularidad, ergosfera, etc. la espaguetización que es cuando la parte inferior del cuerpo tiene más atracción del agujero negro, lo cual haría que se alargara el cuerpo, y conocí que la única manera de ver un agujero negro es cuando se conforma de un sistema binario, cuando la estrella desprende un gas gracias a la velocidad rápida cuando queda atrapada en un agujero negro, formando un disco. ",Sí,"En realidad cuando iba en la facultad de Artes de la Universidad Autónoma del Estado de México, llegue a ocupar algunos elementos y conceptos de física, y en mi tesis llegue a ocupar un libro llamado: Silencio en el punto de agua: ¿Estamos solos en el universo? de Emmanuel Davoust para generar conceptos entre nuestra relación con el sonido y el espacio (en el que nos relacionamos cotidianamente), en estos últimos años después de titularme he ocupado conceptos sobre mitos e historia de las religiones, y al enterarme del concurso quise explorar de nuevo la parte de la ciencia y el universo.  ",Sí,5,5,4,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","La propuesta me pareció estupenda, dentro de un espacio muerto o quieto como lo fue este año extrañísimo azotado por la pandemia, hizo que muchos o lo hablo desde mi perspectiva, relajarse por un momento y contar desde nuestra rama algo tan fantástico y abstracto como lo es el tema de los agujeros negros, que solo con la imaginación de artistas y astrónomos podemos dejar un amplio catalogo con imágenes para las futuras generaciones.    "
20/10/2020 03:40:28,Perú,20,Propaganda en Facebook,3,mientras que hacia la obra,5,5,2,5,4,,Sí,mi percepción respecto a esta ciencia cambio totalmente,Sí,5,5,5,ya llegó a un agujero negro y experimento la Espaguetización,"en realidad el podcast del Dr. Diego Altamirano me ayudo mucho a comprender la astronomía e incluso la relación que tiene con otras ciencias, a partir de esa explicación puede indagar más "
23/10/2020 16:32:37,colombia,38,Diego se contactó con vos  en Instagram,1,Antes de hacer la obra,4,3,3,5,5,,No,,Sí,5,5,4,,
24/10/2020 05:16:08,Argentina,42,Diego se contactó con vos  en Instagram,6,despues de hacer la obra,5,4,3,5,5,"Lo que causa un agujero negro es la compresión de materia; El agujero negro es visible por la interacción con su entorno, como cuando interactúa con la estrella que lo acompaña. Siendo ésta la que aporta la materia que a su vez 
es absorbida por la gravedad del agujero negro, por estar a poca distancia entre sí. Cuando ""cae"" la materia al agujero negro en forma de espiral, se forma un disco a su alrededor. Esta materia o gas se calienta de tal manera que emite radiación infrarrojas y rayos X.  ",Sí,,No,5,5,3,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","Quisiera aclarar que el podcast lo escuché después de realizar mí primer obra; una vez que lo escuché, hice las demás obras.


 "
24/10/2020 05:16:53,Argentina,42,Diego se contactó con vos  en Instagram,6,despues de hacer la obra,5,4,3,5,5,"Lo que causa un agujero negro es la compresión de materia; El agujero negro es visible por la interacción con su entorno, como cuando interactúa con la estrella que lo acompaña. Siendo ésta la que aporta la materia que a su vez 
es absorbida por la gravedad del agujero negro, por estar a poca distancia entre sí. Cuando ""cae"" la materia al agujero negro en forma de espiral, se forma un disco a su alrededor. Esta materia o gas se calienta de tal manera que emite radiación infrarrojas y rayos X.  ",Sí,,No,5,5,3,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","Quisiera aclarar que el podcast lo escuché después de realizar mí primer obra; una vez que lo escuché, hice las demás obras.


 "
24/10/2020 21:38:28,Chile,17,por el podcast de cienciaes,1,Antes de hacer la obra,5,3,2,4,4,"Lo escuché ya hace tiempo, pero de lo que más recuerdo me gustaron algunas curiosidades como la espaguetización o que puedes ver tu propia espalda, y las dimensiones de su masa respecto la tierra, que era mucho más masivo que una estrella de neutrones.",Sí,,No,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","Tanto el podcast como la experiencia del concurso fueron excelentes, de hecho no había intentado nunca hacer de forma seria un fondo espacial o galáctico, o al menos una ilustración completa relacionada a ella en digital, me encantó ver las obras de los demás usando diversas técnicas, y sería genial tener una oportunidad próximamente para ilustrar algún otro fenómeno del universo como una supernova, un pulsar y otras cosas, espero la siguiente experiencia con muchas ansias y felicitaciones por todo el trabajo y el haber podido unir disciplinas que parecen tan alejadas como son la ciencia y el arte. Un saludo!"
25/10/2020 16:15:02,Argentina,37,Diego se contactó con vos  en Instagram,1,despues de hacer la obra,5,3,2,4,3,,Sí,,No,3,4,2,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",
25/10/2020 17:53:15,México,33,Diego se contactó con vos  en Instagram,2,despues de hacer la obra,5,5,3,5,3,"Me encantó entender más acerca del horizonte de eventos
También me gustó mucho saber que debido a que son invisibles los estudian a través de la luz que irradian los cuerpos que giran al ser tragados por la inmensa gravedad de los agujeros
Me gustaría mucho aprender más acerca de los rayos x y los métodos que usan para estudiarlos
todo me resulta fascinante!",Sí,"Desde hace tiempo me interesa muchísimo la interacción de la ciencia y el arte. Yo soy artista de formación, sin embargo antes de entrar a la facultad de artes estuve un tiempo en la facultad de ciencias de la UNAM en México en la carrera de matemáticas. Finalmente decidí ir por el camino del arte, por muchas razones, sin embargo siempre con la esperanza de encontrar la manera de conectar ambas formas de conocimiento, tan distintas pero a la vez tan afines.
Me encanta la apertura de parte de investigadores e investigadoras que desde las ciencias se interesan por abrir sus campos de estudio para interactuar con investigaciones artísticas. No como meras ""ilustraciones"" sino asumiéndolas y valorándolas como otras plataformas de conocimiento y su valor para nutrir e  interactuar como diversas formas de investigar y conocer.",Sí,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","Soy amante de la astronomía y desde hace un par de años estoy realizando una investigación en la que integro registros de comportamientos astronómicos, meteorológicos y ecológicos, a través de códigos analógicos, en diagramas inventados por mi y derivados en pintura, dibujo y otras medios. Me encanta la posibilidad de hacer crecer estas investigaciones, compartirlas y más aún me encanta la posibilidad de colaborar, de la manera que sea, con astrónomos o físicos o cualquier posibilidad de cruce de estas disciplinas.
La invitación al concurso me sorprendió mucho, me hizo muy feliz pues me llegó justo en este momento en el que esto me interesa tanto, y fue como una señal muy bella para mí, una posibilidad para crecer. Muchas gracias!!!"
28/10/2020 03:38:09,,,,,,,,,,,,,,,,,,,
28/10/2020 17:51:59,Ecuador,19,Propaganda en Facebook,1,nunca,1,5,3,5,3,No se como verlo o donde puedo encontrarlo,Sí,Ver las obras de los demás artistas me ha dejado ver lo mucho que se puede ejemplificar la información de los agujeros negros a un plano visual y artístico ,Sí,4,4,4,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.",Agradecería que por favor explicara la dilatación del tiempo Relacionada con los efectos gravitatorios de un agujero negro 
03/11/2020 01:37:50,Mexico,16,My mom showed me it.,1,Antes de hacer la obra,5,5,5,5,3,"It has been a while since I first listened to it, but I do remember that most of the properties of black holes discussed in it I already knew about. Regardless, I was still interested in listening to see if I could learn anything new.",Sí,"It made me more interested in the sense that I will likely now participate in more contests like these when I get informed about it. It also made me want to learn more about black holes, since I do know there's still much to be learned.",Sí,5,5,5,"todavía no pudo visitar agujeros negros,  y con la tecnología actual tardaríamos miles de años en llegar al agujero negro mas cercano.","I have no questions regarding black holes, other than what could be the most probable solution to the Information Paradox, nor do I have any advice since the competition was pretty straight forward."
